geometry,coordinates,OBJECTID,CARTONAME,SUBDIVISION,Shape_Length
LineString,"-78.79637391392882,35.590450489100405,-78.79542728741787,35.5904409598588,-78.79424517921274,35.59044212369802,-78.79304851898142,35.59044009186524,-78.79190593589827,35.5904465418714,-78.79110236052937,35.59048379805879",267,FAUCETTE ST,Town Street,1567.654138124546
LineString,"-78.79886407608467,35.59280661197551,-78.79868902715621,35.59281957627944,-78.79844212870569,35.592828633530644,-78.79800049920136,35.592842100915846,-78.7975449589039,35.59285649089183,-78.79707667254706,35.59286896314562,-78.79666864324234,35.59288721591912,-78.79641498962862,35.592899247681586,-78.79602310787513,35.592918236537095,-78.79579611211898,35.59292847470056,-78.7957511744962,35.59293419426342,-78.7957026873417,35.59294183592907,-78.79566128684839,35.59295142298461,-78.7956198847892,35.59296294081355,-78.79557491902946,35.59298024590601,-78.795316299319,35.5930996431088,-78.79515008789716,35.59317937367929,-78.79509536657714,35.593207916979495,-78.79507367606595,35.59322219818099,-78.79505301526105,35.59323732301871,-78.79499201779463,35.593301228265595,-78.79493285288501,35.593367034912646,-78.79485248959841,35.59345666659953,-78.79482032404339,35.59349962600974,-78.7947846884575,35.59355754182107",268,FAYETTEVILLE ST,Town Street,1305.0494066587967
LineString,"-78.75881348586856,35.59642223430228,-78.75800241130715,35.5965719250071,-78.75729279119679,35.596701371081146,-78.7570153757923,35.596750715363456,-78.75698545295981,35.59675666514466,-78.75695880596159,35.59676546987975,-78.75694003557541,35.59677831599455,-78.75692420930507,35.596796803520995,-78.75691230998298,35.59681852229075,-78.75690334250345,35.59685071212836,-78.7569042097413,35.59689016975915,-78.75691784507575,35.59694575816427,-78.75694033536637,35.59700780474789,-78.75697169904531,35.597069064122834,-78.7570126737053,35.59712942057523,-78.75713289568107,35.597259500602945,-78.75734354724605,35.597488962372864,-78.757493210029,35.59766548121133",269,FIVE POINTS LN,Town Street,951.3109309566745
LineString,"-78.81705467337825,35.581580267401215,-78.81704125729243,35.581532650667164,-78.81703364676274,35.58149412426061,-78.81702606106668,35.58144459452085,-78.81701085298839,35.58130605914214,-78.81691947690568,35.58044974528225,-78.81690080714918,35.580261170703324,-78.81687952966693,35.58004006881622,-78.81686158287775,35.57984707213627,-78.816845087044,35.57964971936744,-78.81683310242562,35.579484888644465,-78.81682995176968,35.57942305604808,-78.81682171377084,35.57926140027989,-78.81681242795126,35.57906441349531,-78.81680944663789,35.5789769624874,-78.8168063442112,35.57888598051504,-78.81681822930507,35.5783928475319,-78.8168151319419,35.57804317571885,-78.81681947453714,35.57777462569713,-78.81682213715419,35.57769833527916,-78.81682728316319,35.57762509983963,-78.81683364269169,35.57756610833638,-78.81684627102287,35.5774877975757,-78.81686638165766,35.57740441329545,-78.81689147970472,35.577317982584766,-78.816926539811,35.577232587260525,-78.8169628388259,35.57714820966762,-78.81700536050815,35.57706587589185,-78.81704537687621,35.576990658481506,-78.81708413371734,35.576921543437464,-78.81713160705907,35.57685142381811,-78.81718563448818,35.576776790817235,-78.8171980961094,35.576759509005065,-78.81723125844141,35.57671352351714,-78.81728308995473,35.576647732600826,-78.81733905562915,35.576581947876015,-78.81738982461233,35.57652882268236,-78.81742213860308,35.5764978802231,-78.8174602665175,35.576461369530094,-78.81752034175845,35.57640741455043,-78.81760007784405,35.57634250910657,-78.81769430075163,35.57627171576954,-78.8177678076228,35.576220312847646,-78.81779736980367,35.576202048851776,-78.8178537219685,35.57616724015876,-78.81799550511637,35.57609060558941,-78.81814659436141,35.576013139268476,-78.81826248377048,35.575960111145406,-78.81835870900822,35.57591803166408,-78.81849528651084,35.575858279152975,-78.8186422063307,35.5757951625769,-78.81876636383052,35.57574299002136,-78.818928794064,35.57567736329718,-78.81905294522161,35.575626880562716,-78.81917087399839,35.575586520173914,-78.81917484451566,35.57558521364467,-78.81925776268824,35.57555793896626,-78.81934361704833,35.57553104177612,-78.81944807951655,35.57550248475603,-78.81957012519086,35.57546973250161,-78.81970043428392,35.575438680707876,-78.81982084268897,35.57541076899274,-78.81983074360754,35.575408473386204,-78.81995380185873,35.575384164757516,-78.8200933989712,35.575359882295324,-78.82020196705393,35.57534399807601,-78.82023110439677,35.575340299476636,-78.8203663649385,35.57532312954023,-78.82054316264447,35.57530396831896,-78.82092156322183,35.575266524473385,-78.82157600277529,35.575204151255896,-78.82214359821069,35.575149248933776,-78.82278873666581,35.57508601276209,-78.82342973517365,35.5750244536686,-78.82382880797316,35.57498618799948,-78.82433953832205,35.5749362579268,-78.82490240181559,35.57488358757506,-78.82494484121456,35.5748795599743,-78.82517083036348,35.574858112929995,-78.82528232989266,35.57484815329037,-78.82536905512671,35.574839284695486,-78.825450263975,35.57483490339528,-78.8255342242942,35.57483165003703,-78.82562506010197,35.57483065548025,-78.82571588492567,35.57483528467313,-78.82580645991877,35.574844250975715,-78.82580807484715,35.57484441103575,-78.8258234340077,35.5748465910043,-78.82589613000883,35.57485690534344,-78.82599105346962,35.57487503145363,-78.82610715482387,35.57490164383041,-78.82621251691972,35.57493472991361,-78.82633077432087,35.57497783807089,-78.8264215284633,35.57501507206619,-78.82651640171879,35.57505680985887,-78.82660185211546,35.57509826821765,-78.82669579684953,35.57515329297843,-78.82674431187418,35.57518460828267,-78.82679591827574,35.57522015012989,-78.82687022580515,35.5752743012477,-78.82695949997634,35.57535077786672,-78.82703426593301,35.57541978460081,-78.82722950257156,35.575614400505636,-78.82731877424642,35.575702229976706,-78.82739294440745,35.57577204689561,-78.82745339213479,35.575823855052306,-78.82750697644421,35.57586665836943,-78.82757293365587,35.57591622529432,-78.82764027765775,35.57596017212113,-78.82770488065877,35.575999617941534,-78.82776948629386,35.57603681383771,-78.82784739825944,35.576074560377364,-78.82793620337128,35.576116066705495,-78.82805186920123,35.57616605348825,-78.82832499419865,35.5762804694052,-78.82855276832761,35.576368590002375,-78.82875679008085,35.57645198581633,-78.82897842754875,35.57654204218164,-78.82924496443914,35.576647192076535,-78.82951724476625,35.57675664100303,-78.82972213882954,35.57684013285833,-78.82982252054371,35.5768818757631,-78.829898148747,35.57691458887226,-78.82995864607636,35.5769439077253,-78.8299985139935,35.57696532757163,-78.830043044293,35.57699221550383,-78.83007607152867,35.57701675271015,-78.83011528482281,35.57704889735123,-78.83016172467289,35.57708442872151,-78.8302211091683,35.57714104295792",270,FLEMING LOOP RD,Town Street,6097.501834809132
LineString,"-78.8187835856815,35.59593506515033,-78.81879489394281,35.59593528121849,-78.81928791076108,35.595944717318055,-78.81979686432598,35.59595445628235,-78.8202969066969,35.59596402219589,-78.8213093484571,35.59598338415609,-78.82231624954036,35.596002190547836,-78.82260063296758,35.596007577151966,-78.8226485616741,35.59600617061356,-78.82270401627252,35.59600057273246,-78.82274782993639,35.59599395910452,-78.82279254111911,35.59598418467666,-78.82284073361258,35.59597215280595,-78.82289213405197,35.59595568802439,-78.82294628272673,35.59593304185384,-78.82300790535969,35.5959041869193,-78.82305818990883,35.59587611768909,-78.82310088170846,35.595848991964225,-78.8231400715365,35.59582042971347,-78.82317458871762,35.59579233748979,-78.82321028597362,35.59575852311582,-78.82324482909921,35.59571850635787,-78.82328232144695,35.59566513791105,-78.82330693852398,35.59562415302623,-78.82333214873883,35.59557887565459,-78.82335093483454,35.59553358894049,-78.82336621072733,35.595491159050326,-78.82337680984895,35.595451107452355,-78.82338331185942,35.59541534234174,-78.82338633381642,35.59536860219794,-78.82338352693309,35.5953166056624,-78.82337837859451,35.59526746855376,-78.8233697200272,35.595220711433896,-78.82335639096686,35.595173469785635,-78.82333955383277,35.595128131289385,-78.82331979041837,35.59508612820463,-78.82329418677837,35.5950441157239,-78.82326391468682,35.595000188195606,-78.82323071626588,35.59495911923362,-78.82319458846301,35.59492281528155,-78.82315321050075,35.594883641750066,-78.82309840902782,35.59484063306176,-78.82303308649023,35.59480190237407,-78.8229636648426,35.594768411798995,-78.82290706734602,35.59474591074938,-78.822844400594,35.59472418864613,-78.82276524378352,35.5947070684243,-78.82269051479786,35.59469694222493,-78.8226251216169,35.59469064611119,-78.82255850208975,35.594687494040606,-78.8224919823293,35.59468615839024,-78.82235510527859,35.59468464326953,-78.8222934310944,35.59468396089306,-78.82183065275115,35.5946749021992,-78.82134858182327,35.59466515536801,-78.82033661254378,35.59464468748874,-78.81932799193973,35.59462427835678",271,FOREST FERN LN,Grays Creek,2848.619371230437
LineString,"-78.76615832109624,35.58968637685973,-78.76604745582485,35.58996868303796,-78.76599335645017,35.590086344631295,-78.76598990388605,35.59009385293218,-78.76592458375578,35.590208390276054,-78.76581751180575,35.590378055911074,-78.76575116260709,35.590472380044105,-78.76566221533965,35.59059327972628,-78.76556553988455,35.59076296516962,-78.76552264724333,35.59084540171975,-78.765466203768,35.590953878703274,-78.7653981901009,35.59110026230714,-78.76537198106779,35.59117453009145,-78.76535292709826,35.59124509612493",272,FOREST SPRING DR,Lakestone Village,618.0183765901882
LineString,"-78.74384054863495,35.61760659472539,-78.7435841562257,35.617598920623024,-78.74347350193702,35.61759868718852,-78.74338068635177,35.61760140550554,-78.74329717717585,35.61761130585512,-78.74322711305047,35.61762731352557,-78.743180626191,35.61765344761321,-78.74314482058442,35.61768834774228,-78.7431125561637,35.61773199973672,-78.74309456963783,35.61777568279567,-78.7430801069405,35.61783394608527,-78.74307267234117,35.61792719909335,-78.74306301115537,35.61872288770787,-78.7430588572382,35.618886169454875,-78.74305078671115,35.619201237092675,-78.74303361880587,35.62011203874086,-78.74304012725004,35.62031170865013,-78.74305764205818,35.62041667380549,-78.74307875478172,35.620512903073035,-78.7431070540638,35.620594573842325,-78.74314960303037,35.620685019995804,-78.74320979812042,35.62078997251908,-78.74327437573483,35.62088945561402,-78.74335312713156,35.62099559290835,-78.74341839810822,35.62106446978197,-78.7434911927165,35.621138917759644,-78.74377171309648,35.62141490286292,-78.74415062837315,35.621793818588806,-78.74488685116239,35.62252016415114,-78.745174050847,35.62281701986588,-78.74523608273327,35.6228868552231,-78.74529669974723,35.62296782785688,-78.74535118929292,35.62304684062336,-78.745419328536,35.62316349602885,-78.74545885066229,35.623242442247104,-78.74549545860381,35.62332833386612,-78.74553277952349,35.623425566443565,-78.74558144683807,35.62358908929469,-78.74566896355198,35.623905435618624,-78.74572005543601,35.624077172415134,-78.74576395229383,35.62419168566525,-78.74580960196008,35.62429050847225,-78.74587566224896,35.62443732151672,-78.74595335098115,35.62459268415505,-78.7461772727475,35.62494825766545,-78.74635665398057,35.625218757567055,-78.74640186185609,35.62528453427959,-78.74643480870996,35.625329098257204,-78.74655372096953,35.6254771325089",273,FORESTBLUFF DR,Forest Ridge,3359.526098784074
LineString,"-78.75753793622451,35.550796516968305,-78.75740180482468,35.55045161572311,-78.75737501171396,35.55038418655649,-78.75735840814649,35.55033334559492,-78.75734248684776,35.55028156762876,-78.75733241941278,35.55023265611003,-78.75732602454065,35.55017540399763,-78.75731818399844,35.549869514823925,-78.7573015566012,35.54934700626441,-78.75723802643918,35.54735045952686",274,FOX CHAPEL PL,Hidden Valley,1263.79356655241
LineString,"-78.77651313257043,35.631013392148205,-78.77753575094657,35.63104834016436,-78.77760790806397,35.63105351812146,-78.77770340524187,35.63106370985584,-78.77778313114466,35.63107244129168,-78.77785233976054,35.63108186826089,-78.77792942987342,35.631092741888615,-78.77801994833084,35.63110793238643,-78.77895998583699,35.63130791839179",275,FREEMARK LN,Sonoma Springs,738.4043586089807
LineString,"-78.7683014383108,35.59072336644656,-78.76820612924513,35.590723073834155,-78.76815450164281,35.59072785912577,-78.76811221786699,35.59073492022358,-78.76806554483035,35.590747926657656,-78.76801447802053,35.59076806555423,-78.76795499839602,35.59079376260609,-78.76774550641768,35.590927159502804,-78.76769912843541,35.59096269136907,-78.76766684018722,35.59098871337323,-78.76762695028356,35.59102642277,-78.76757489991341,35.591085065475944,-78.76751482629727,35.59115730300365,-78.76736134215258,35.59135963251485",276,GEDDES LN,Lakestone Village,382.4199549734342
LineString,"-78.6977803212433,35.661945970724254,-78.69775904359634,35.66185691642136,-78.69775213319556,35.66182923407171,-78.69774437828109,35.6618043952822,-78.69773642865265,35.66178112350935,-78.69772701888542,35.66175754884907,-78.69771044908705,35.661722287118664,-78.69768955423129,35.66168312247434,-78.69766443265662,35.66164300718045,-78.69735944420117,35.66118242460925,-78.69727734070868,35.661054717263234,-78.69723713186264,35.6609921758227,-78.69722251146594,35.66096736948086,-78.69721187408304,35.660945474597256,-78.69720446127118,35.66092935116989,-78.69719625250474,35.660908690912464,-78.69719130110556,35.66089270971989,-78.69718669175086,35.66087505010555,-78.69718213376936,35.66085132973257,-78.69717786236215,35.660821268856765,-78.69717503982906,35.66079274844228,-78.69717283712265,35.66075649211528,-78.6971714151766,35.66063546554165,-78.69716675486076,35.6601994558604,-78.69716552379147,35.65958001904339,-78.69716411903741,35.65942721787394,-78.69716357665556,35.659368144490124,-78.69716079425118,35.65933274481967,-78.69715766910484,35.65930659968049,-78.6971533748214,35.65928297820246,-78.697145588787,35.65925505565179,-78.69713645453758,35.65923058473872,-78.69712905757821,35.659213516689945,-78.69711397818831,35.65918247522398,-78.69709771847707,35.659154292702944,-78.69707620999671,35.659123235221855,-78.69705409297863,35.65909837682459,-78.69702556580432,35.6590687332472,-78.69697076578497,35.65901416320885",277,GILANO DR,Cypress Meadows,1123.5084314420965
LineString,"-78.76605673370686,35.61007741648768,-78.76557720855466,35.61055558451462,-78.76547234435459,35.61066110834513,-78.7654168241562,35.61072876968754,-78.76537516043707,35.61078678040175,-78.76534339668886,35.61083835173647,-78.76531556475781,35.61089638732481,-78.765296021764,35.61095657701178,-78.76527564064774,35.611036691250376,-78.76521541375935,35.61136412910611,-78.76519846404565,35.611476329590495,-78.76518519552077,35.61156415362533,-78.76517550430431,35.611644798670184,-78.76516735847127,35.61174486358161,-78.76514596084316,35.61200770958858,-78.76515007649307,35.61209172365551,-78.76515970802747,35.61217726181294,-78.76518122389226,35.61225314107452,-78.76520670554063,35.612324187516336,-78.76524009646371,35.61239363573413,-78.76527743807277,35.612463090668,-78.76531481244118,35.612521252115094,-78.76536995787693,35.612584286520786,-78.76543300576748,35.61264733795131,-78.76551184893076,35.61271526028943,-78.76566563877346,35.61283173450278,-78.76576225120552,35.612904531398414,-78.76583323799592,35.61295630257289,-78.76590426105378,35.612995164044136,-78.76598913040455,35.613029213457466,-78.76606217959619,35.61305033033522,-78.76611748890991,35.61305689072072,-78.76617083166113,35.61306022031654,-78.76627455670115,35.613060353980856",278,GILLWELL LN,Ballentine,1337.745183096813
