OBJECTID,STREETSEGID,SSD_ID,SOURCEID,ROUTETYPE,ROUTE_ID,SNOWZONE,AGENCY,BEGINMEASURE,ENDMEASURE,SNOWAREA,SHAPE_Length
315,11943,1001401609820992012,10140420,Secondary,37,9,DPW,0,117.790819,,117.790803
316,1028,1023921596515966012,12392310,Secondary,8,2,DPW,0,78.808522,,78.808514
317,8609,1001402036120178012,10140220,Secondary,16,4,DPW,0,97.655669,,97.65567
318,5255,3009362134021613012,30936417,Secondary,61,14,DPW,0,227.808031,,227.80806
319,8662,1075271601519977012,17527480,Primary,5,1,DPW,0,136.722142,,136.72214
320,7457,1000501995618281012,10050490,Secondary,31,10,DDOT,0,49.979256,,49.979254
321,8941,1059601621215431012,15960450,Primary,6,2,DPW,0,73.783326,,73.783338
322,329,1067791582315900012,16779620,Primary,1,1,DPW,0,249.780531,,249.780501
323,2368,1059601675416949012,15960370,Primary,6,2,DPW,0,67.760973,,67.761026
324,3579,5081251489821524012,58125290,Primary,69,8,DPW,0,2424.788445,,2424.788461
325,9213,2081442058418843012,28144505,Primary,39,10,DDOT,0,67.532402,,67.532402
326,4682,2015341538615387012,21534190,Primary,49,12,DDOT,0,17.577489,,17.577483
327,9196,1001401925220572012,10140245,Secondary,16,4,DPW,0,63.879031,,63.879045
328,679,1001901466715011011,10190030,Secondary,24,6,DPW,0,209.339204,,209.33922
329,10957,1003901491721657012,10390240,Priority Hills, ,3,DPW,0,115.581027,305,115.581027
330,4971,2061421875318316012,26142080,Secondary,42,10,DDOT,0,111.694111,,111.694112
331,4831,1000901553318371012,10090160,Primary,18,5,DPW,0,109.998987,,109.999011
332,10542,1031981815517489012,13198805,Secondary,29,9,DPW,0,77.756249,,77.756251
333,891,1091652091820685012,19165280,Priority Hills, ,3,DPW,0,236.407769,304,236.407782
334,9867,2001202025919745012,20120370,Secondary,43,10,DDOT,0,186.245273,,186.245274
335,10555,2004601631019364012,20460087,Priority Hills, ,13,DDOT,0,91.082465,1303,91.082465
336,5783,2029641918416785012,22964040,Secondary,60,13,DDOT,0,58.833842,,58.833826
337,6739,1059601615519208012,15960048,Primary,25,5,DPW,0,70.501591,,70.501612
338,10101,1029251667815324012,12925445,Priority Hills, ,3,DPW,0,221.136637,304,221.136621
339,12326,2036721620214501012,23672003,Primary,50,12,DDOT,0,166.162487,,166.162483
340,4132,3075662157716917012,37566050,Secondary,61,14,DPW,0,231.380674,,231.380674
341,10728,1051351658719002012,15135377,Secondary,31,9,DPW,0,100.699914,,100.699885
342,1195,1001501617016171010,10150220,Secondary,16,4,DPW,0,165.732569,,165.732588
343,12525,1001302170622114012,10130410,Secondary,33,9,DPW,0,117.751304,,117.75132
344,8610,3081511890619071012,38151360,Secondary,64,7,DPW,0,113.316314,,113.316324
345,5380,1068382020120221012,16838160,Secondary,23,4,DPW,0,170.491147,,170.491163
346,1490,2061551635816359012,26155130,Secondary,58,11,DDOT,0,44.826207,,44.826205
347,12277,2081441454020145012,28144330,Primary,40,10,DDOT,0,81.291618,,81.291594
348,8040,1059602147015555012,15960159,Primary,20,4,DPW,0,75.029687,,75.029713
349,6641,1059601917119101012,15960195,Primary,20,4,DPW,0,68.009608,,68.009623
350,11731,1054732119518224012,15473137,Priority Hills, ,9,DPW,0,177.886536,902,177.886534
351,694,3092881568315684012,39288425,Secondary,67,8,DPW,0,67.722715,,67.722737
352,5012,2001801601018974012,20180290,Secondary,42,11,DDOT,0,113.243763,,113.243749
353,4252,3085542010319837012,38554435,Priority Hills, ,14,DPW,0,169.424003,1403,169.424008
354,2157,1063761680312815012,16376470,Primary,3,1,DPW,0,45.729951,,45.729964
355,1532,1057001610316382012,15700507,Primary,7,3,DPW,0,137.803682,,137.80367
356,8747,3033601585020403012,33360290,Priority Hills, ,7,DPW,0,89.877078,703,89.877094
357,6248,1001401931919320012,10140600,Secondary,37,9,DPW,0,86.19012,,86.190135
358,11651,1036462169317814012,13646150,Priority Hills, ,9,DPW,0,88.636991,902,88.636959
359,11495,1064282043015922010,16428115,Secondary,27,5,DPW,0,79.885697,,79.885728
360,2691,2004902198919797012,20490110,Secondary,59,13,DDOT,0,155.502717,,155.502717
361,11120,1067992205419925010,16799110,Narrow Road, ,4,DPW,0,106.711194,402,106.71121
362,5634,2031981460815176012,23198395,Secondary,44,11,DDOT,0,165.671209,,165.67122
363,1832,1001301658616587012,10130370,Secondary,33,9,DPW,0,61.223608,,61.223618
364,4584,2064221853015455012,26422575,Primary,35,10,DDOT,0,233.272249,,233.272263
365,2009,1023401670516706010,12340170,Narrow Road, ,4,DPW,0,275.951355,405,275.951339
366,5017,1092691682116140012,19269634,Secondary,2,1,DPW,0,107.55924,,107.559251
367,1413,5065321463515359012,56532050,Primary,46,5,DDOT,0,134.945107,,134.945116
368,8473,3081511692118662012,38151434,Secondary,61,14,DPW,0,39.647334,,39.647335
369,5220,3083461554818473012,38346380,Primary,64,7,DPW,0,221.022962,,221.022972
370,6100,1024311713515697012,12431180,Priority Hills, ,4,DPW,0,115.805299,401,115.805314
371,464,3009361498714988012,30936366,Secondary,64,7,DPW,0,136.052638,,136.05266
372,1219,1004901619016191012,10490440,Secondary,6,2,DPW,0,89.370013,,89.370029
373,5950,1056551925716302010,15655030,Primary,17,4,DPW,0,37.952195,,37.952185
374,917,1086381585915860012,18638250,Narrow Road, ,4,DPW,0,78.951106,406,78.951115
375,12650,1057851699721371012,15785300,NHS,M2,3,NHS,0,86.25719,308,86.257154
376,7094,1001601718017941012,10160310,NHS,M1,4,NHS,0,53.090998,401,53.091014
377,5025,3045431751118777012,34543440,Priority Hills, ,14,DPW,0,283.224192,1404,283.2242
378,13207,1001401804221453012,10140295,Secondary,16,4,DPW,0,109.023863,,109.023809
379,1682,1001701985217799012,10170080,Primary,23,6,DPW,0,125.688216,,125.688227
380,9,2001401450714508012,20140290,Primary,42,10,DDOT,0,118.868287,,118.868271
381,6557,1011572186812954012,11157137,Secondary,32,9,DPW,0,96.090127,,96.090111
382,10107,2001301780814760010,20130000,Secondary,53,12,DDOT,0,64.362901,,64.362891
383,9605,1016381902114651012,11638695,Primary,34,9,DPW,0,35.727483,,35.727501
384,2617,1040041721017211012,14004558,NHS,M1,9,NHS,0,28.095227,,28.095233
385,5494,3059601831017660012,35960170,Secondary,53,12,DDOT,0,168.025467,,168.025476
386,12677,3069811683519681012,36981280,NHS,M3,7,NHS,0,92.84768,701,92.847658
387,9395,1001601781520671012,10160740,NHS,M1,9,NHS,0,109.59339,902,109.593389
388,5546,2064671907819079012,26467020,NHS,M5,10,NHS,369.601708,594.54534,,224.943658
389,9826,1094052075620757012,19405180,NHS,M2,3,NHS,0,128.561032,308,128.561038
390,12355,1025351638020557012,12535015,NHS,M5,5,NHS,0,39.887433,502,39.887433
391,2329,1000701692816929012,10070190,NHS,M1,4,NHS,0,76.602282,501,76.602266
392,4766,1068381898917592012,16838230,Secondary,21,3,DPW,93.64,473.551116,,379.911388
393,3801,1089891443518086012,18989240,Primary,24,6,DPW,0,65.701345,,65.701341
394,11372,3047772110500292011,34777080,Secondary,55,12,DDOT,0,105.540115,,105.540147
395,6767,1002101611017143011,10210020,Secondary,21,6,DPW,0,155.225599,,155.225598
396,6978,3081512010817781012,38151395,Secondary,64,7,DPW,0,154.460004,,154.459994
397,8580,1064672035017225012,16467106,Primary,25,5,DPW,0,46.346232,,46.346233
398,3456,3069811778117782012,36981410,NHS,M3,7,NHS,0,9.267095,702,9.267092
399,4520,1050891443814439012,15089140,NHS,M2,5,NHS,0,145.426019,502,145.425993
400,181,1047771468814689010,14777150,NHS,M2,5,NHS,0,82.762368,502,82.762317
401,2681,4096412152121522010,49641000,NHS,M4,,NHS,0,1121.936513,,1121.93653
402,704,2044071630920382012,24407460,Priority Hills, ,13,DDOT,0,247.652617,1303,247.652662
403,8392,1002001526418448010,10200052,Primary,21,6,DPW,0,62.734647,,62.734655
404,10175,1088011949115113012,18801080,Secondary,31,10,DDOT,0,149.269293,,149.269291
405,11710,1073191937721425012,17319270,Priority Hills, ,4,DPW,0,124.611351,401,124.611349
406,3655,1084172190821749010,18417180,Narrow Road, ,4,DPW,0,153.157741,405,153.157735
407,11949,1064221628415893012,16422385,Primary,35,10,DDOT,0,98.940768,,98.940799
408,10301,3003301742516990012,30330280,Narrow Road, ,7,DPW,0,119.14198,703,119.14198
409,5699,2061421914119142012,26142220,Secondary,42,10,DDOT,0,62.71421,,62.714209
410,12496,3001302133521336012,30130380,Secondary,68,8,DPW,0,55.519767,,55.51974
411,3438,1050890003214438012,15089130,Primary,25,5,DPW,0,202.017612,,202.017644
412,2680,1022942006322058012,12294525,Narrow Road, ,1,DPW,0,73.872118,104,73.872098
413,7701,1087421558718110012,18742150,Priority Hills, ,9,DPW,0,191.839925,907,191.839933
414,10910,2042901891408689012,24290110,Priority Hills, ,10,DDOT,0,115.32729,1002,115.327313
415,6019,2049722212321677012,24972440,Priority Hills, ,13,DDOT,0,138.471981,1303,138.471965
416,2024,1014431697121657010,11443387,Priority Hills, ,3,DPW,0,87.690624,305,87.690606
417,8132,3047770029221567011,34777090,Secondary,55,12,DDOT,0,96.645522,,96.645492
418,3251,2025352149521907012,22535130,Primary,54,12,DDOT,0,163.055841,,163.055823
419,6647,1024631880419502012,12463180,Secondary,15,4,DPW,0,59.403034,,59.403032
420,2531,1067791705517056012,16779680,Primary,1,1,DPW,0,150.188236,,150.188205
421,6009,2050891927919280012,25089060,Secondary,51,12,DDOT,0,197.759855,,197.759836
422,6412,1060641471113815012,16064305,NHS,M1,1,NHS,0,100.750066,103,100.75005
423,7063,1040041511515784012,14004420,NHS,M1,10,NHS,0,47.5817,,47.5817
424,9745,1094052073718134012,19405125,NHS,M2,3,NHS,0,91.702793,308,91.702821
425,8575,1001402034817774012,10140195,Secondary,16,4,DPW,0,78.670138,,78.670154
426,6404,1002901470718698012,10290270,Secondary,15,2,DPW,0,330.381448,,330.381425
427,4234,2048422088421186012,24842050,Priority Hills, ,10,DDOT,0,285.776219,1002,285.776222
428,9192,1025151724019157012,12515533,NHS,M2,1,NHS,0,76.7855,104,76.785513
429,6046,1094051675419299012,19405295,NHS,M2,2,NHS,0,46.106031,204,46.106032
430,12170,2051801557321275011,25180875,NHS,M3,13,NHS,0,205.454589,,205.454601
431,12716,1004431532016671012,10443300,Priority Hills, ,3,DPW,0,155.871814,304,155.8718
432,7617,1075271998516503012,17527525,Primary,5,1,DPW,0,32.12455,,32.124559
433,8087,2031982018520186012,23198540,Secondary,39,10,DDOT,0,79.022641,,79.022629
434,2730,1059601842613807012,15960300,Primary,20,2,DPW,0,439.068896,,439.068917
435,640,4047971563315634012,44797045,NHS,M3,5,NHS,0,100.506917,502,100.506919
436,620,1003701552015521012,10370365,Narrow Road, ,2,DPW,0,91.58137,202,91.58137
437,1272,2051800039820728011,25180753,NHS,M3,13,NHS,0,229.430709,,229.430732
438,9799,1001602067120747012,10160750,NHS,M1,9,NHS,0,53.008431,901,53.008405
439,2277,1094051626116882012,19405360,NHS,M2,2,NHS,0,102.619964,202,102.619958
440,11347,2064671794400896012,26467160,NHS,M5,11,NHS,0,267.790118,,267.790118
441,1060,4022551627119759012,42255020,Secondary,69,8,DPW,0,297.764441,,297.764461
442,11508,1025351938119284012,12535175,NPS, ,6,NPS,0,91.521261,601,91.521258
443,5920,5048472154721504011,54847503,NHS,M4,12,NHS,613.762,1681.776948,,1068.014735
444,1417,5048462152221511010,54846080,NHS,M4,5,NHS,237.227,349.242683,,112.01551
445,13003,3003101864318356012,30310210,Narrow Road, ,7,DPW,0,100.703063,703,100.703063
446,12128,1003102047716334012,10310700,Priority Hills, ,1,DPW,0,88.826658,101,88.826653
447,7608,2004901844617435012,20490090,Secondary,59,13,DDOT,0,173.310917,,173.310933
448,3687,1001701999421959012,10170310,Priority Hills, ,4,DPW,0,98.660407,401,98.66039
449,7790,1001002010016475012,10100020,Secondary,25,5,DPW,0,262.294499,,262.294498
450,12308,2079882094619918012,27988001,Priority Hills, ,10,DDOT,0,344.36078,1001,344.360763
451,1705,1073321650615521012,17332360,Narrow Road, ,2,DPW,0,86.386362,202,86.386362
452,588,1001801820921785012,10180350,Priority Hills, ,4,DPW,0,101.815721,401,97.870449
453,12895,1070002141618398012,17000190,Secondary,15,4,DPW,0,37.176886,,37.176876
454,2214,3069811685616857012,36981250,NHS,M3,7,NHS,0,127.831376,701,127.831352
455,2065,4047971563416742012,44797060,NHS,M3,5,NHS,0,174.24761,502,174.247586
456,3624,1042441492216233011,14244180,NHS,M2,6,NHS,0,153.16006,601,153.160066
457,925,1025151587215873012,12515400,NHS,M2,2,NHS,0,127.376146,203,127.376143
458,5956,1040042171621795012,14004520,NHS,M1,9,NHS,0,131.287669,,131.287667
459,554,1069811545315454012,16981130,NHS,M5,5,NHS,0,99.410657,502,99.410608
460,6835,4000901956200840010,40090065,NHS,M5,5,NHS,0,71.665401,503,71.665386
461,8680,1001401458920384012,10140075,NHS,M5,5,NHS,0,90.121497,502,90.121482
462,10856,4047971674221092012,44797070,NHS,M3,5,NHS,0,353.564803,502,353.564826
463,1816,1001601509515096012,10160165,NHS,M1,4,NHS,0,82.070573,405,82.070589
464,4653,1000701858118582012,10070107,NHS,M1,5,NHS,0,136.428254,502,136.428208
465,11646,1040041729314992012,14004610,NHS,M1,9,NHS,0,131.437262,,131.437262
466,6068,1000701930018581012,10070105,NHS,M5,5,NHS,0,46.371626,502,46.371622
467,5134,2051801668221482011,25180246,NHS,M3,13,NHS,368.803,2820.893334,,2452.090564
468,5831,1094051535318561012,19405270,NHS,M2,3,NHS,0,164.990408,304,164.990453
469,4484,1069811843414971012,16981200,NHS,M2,6,NHS,0,166.597137,601,166.597157
470,9551,5048462151121531010,54846090,NHS,M4,5,NHS,0,1128.919493,503,845.011601
471,8623,1001602036520366012,10160185,NHS,M1,4,NHS,0,82.191426,405,82.191442
472,663,1051021868914805012,15102130,Secondary,29,9,DPW,0,253.897067,,253.897082
473,11719,3069811696316189012,36981138,NHS,M3,12,NHS,0,86.519777,,86.51976
474,11165,1094051804820614012,19405350,NHS,M2,2,NHS,0,25.240177,204,25.240195
475,12781,1001401600718203012,10140040,NHS,M5,5,NHS,0,67.260198,502,67.260183
476,11620,1094051980121153012,19405470,NHS,M2,1,NHS,0,121.033318,106,121.033303
477,10437,1001602074720546012,10160755,NHS,M1,9,NHS,0,54.33733,901,54.337353
478,7224,1001602219016862012,10160245,NHS,M1,4,NHS,0,57.46103,405,57.46103
479,9536,1040041499319563012,14004630,NHS,M1,9,NHS,0,128.585892,,128.585892
480,5934,1059601647716214012,15960500,Primary,6,2,DPW,0,136.417837,,136.417837
481,11987,1001301770017382012,10130080,Primary,26,5,DPW,0,45.260901,,45.260893
482,10862,2000901970715450012,20090010,Priority Hills, ,12,DDOT,0,33.721167,1204,33.721168
483,59,2000901454914550012,20090045,Priority Hills, ,12,DDOT,0,25.411398,1202,25.411399
484,8090,3061161916616018012,36116270,Secondary,56,7,DDOT,0,70.992197,,70.992197
485,3554,2001201783914809012,20120270,Secondary,43,10,DDOT,0,125.17813,,125.178115
486,10716,2060581799917116012,26058140,Primary,44,10,DDOT,0,170.945601,,170.945638
487,8648,1051022145617325012,15102105,Secondary,29,9,DPW,0,77.041674,,77.041631
488,2228,2061421914221303012,26142230,Secondary,42,11,DDOT,0,111.791082,,111.791083
489,5198,1031981848415898012,13198701,Secondary,32,9,DPW,0,138.304368,,138.304379
490,13105,3081511886419838012,38151542,Secondary,60,14,DPW,0,201.338445,,201.338434
491,597,1064671549712929012,16467018,NHS,M5,5,NHS,0,22.781295,502,22.781282
492,2731,1040041733517336012,14004596,NHS,M1,9,NHS,0,18.714463,,18.714459
493,13128,4001402016519740012,40140000,NHS,M5,5,NHS,0,102.084031,502,102.084032
494,1927,1031331501115264011,13133178,NHS,M6,6,NHS,0,125.780366,601,125.780375
495,6559,3017351945519456012,31735170,NHS,M3,7,NHS,0,150.033571,703,150.033572
496,9523,1061361733515343012,16136110,NHS,M1,9,NHS,0,45.033201,,45.033156
497,4404,1094051839018011012,19405157,NHS,M2,3,NHS,0,64.355394,308,64.355434
498,4561,1025152214419068012,12515380,NHS,M2,2,NHS,0,141.861873,203,141.861873
499,8098,1000701456319300012,10070100,NHS,M5,5,NHS,0,46.597323,502,46.597337
500,7383,1001240079719934010,10124000,NHS,M5,5,NHS,0,290.929421,502,290.929427
501,13035,2075461487218974012,27546170,Primary,41,10,DDOT,0,167.181627,,167.18164
502,1404,2081441977514617012,28144470,Primary,39,10,DDOT,0,87.095041,,87.095031
503,3495,2061161544515446012,26116418,Secondary,56,13,DDOT,0,209.188769,,209.188743
504,1641,2002002021021544012,20200440,Priority Hills, ,11,DDOT,0,193.072932,1101,193.072957
505,1611,1010921523419539012,11092265,Primary,7,3,DPW,0,90.640226,,90.640189
506,10743,1001402095920885012,10140560,Secondary,37,9,DPW,0,118.760074,,118.760073
507,6611,2025351320821391012,22535010,Primary,54,12,DDOT,0,207.350953,,207.350993
508,12510,1004901466320388012,10490400,Secondary,6,3,DPW,0,105.260616,,105.260616
509,3111,2031981759507853012,23198100,Secondary,59,13,DDOT,0,67.617583,,67.617555
510,1603,3057851712015822012,35785010,Primary,55,12,DDOT,0,148.712899,,148.712915
511,12690,2025351940619573012,22535030,Primary,54,12,DDOT,0,127.482407,,127.482423
512,13066,1001902203315083012,10190210,Priority Hills, ,4,DPW,0,103.235726,405,103.235737
513,2965,1073251751317514012,17325330,Narrow Road, ,2,DPW,0,190.740137,202,190.740148
514,4410,2000302134421597012,20030577,Priority Hills, ,10,DDOT,0,81.701412,1001,81.701414
515,5182,2057851892415055012,25785185,Priority Hills, ,11,DDOT,0,83.280883,1105,83.280883
516,12271,1064222125416330012,16422470,Primary,35,10,DDOT,0,70.206098,,70.20612
517,1843,3061162023117478012,36116310,Secondary,56,7,DDOT,0,94.267063,,94.267063
518,5398,1000501451117308012,10050040,Secondary,27,5,DPW,0,147.133808,,147.133828
519,6298,1001301812019371012,10130530,Secondary,33,9,DPW,0,118.490386,,118.490401
520,6953,2031981583119395012,23198430,Secondary,44,11,DDOT,0,493.464655,,493.464668
521,3474,1075272156319432012,17527410,Primary,5,2,DPW,0,112.315547,,112.315532
522,3141,1094052159520004012,19405115,Primary,12,3,DPW,0,132.810413,,132.810463
523,1443,3001601835319237012,30160210,Priority Hills, ,7,DPW,0,97.387664,705,97.387648
524,2765,1003401735617357011,10340150,Secondary,11,3,DPW,0,109.927254,,109.927254
525,2130,2023332197314481012,22333565,Priority Hills, ,10,DDOT,0,73.336848,1001,73.336865
526,6441,1080211876821838012,18021540,Narrow Road, ,3,DPW,0,164.745688,302,164.745679
527,11142,2049722167719364012,24972450,Priority Hills, ,13,DDOT,0,86.903354,1303,86.903354
528,8686,3003502038518012012,30350140,Priority Hills, ,7,DPW,0,143.215506,701,143.215506
529,1485,1020991553716354012,12099430,Secondary,8,3,DPW,0,192.312384,,192.3124
530,7639,1001101600421957012,10110320,Secondary,17,4,DPW,0,115.122175,,115.122178
531,10178,3081511830718037012,38151580,Secondary,60,14,DPW,0,323.714573,,323.714594
532,8998,3071891574715995012,37189157,Secondary,49,12,DDOT,0,92.678824,,92.678817
533,6345,1057911602119397012,15791494,Secondary,9,3,DPW,0,89.126725,,89.126749
534,9231,1088331750816355012,18833600,Secondary,2,1,DPW,0,114.337394,,114.337385
535,7485,1094251456015015012,19425320,Secondary,15,2,DPW,0,191.968907,,191.968889
536,4067,1001401970319318012,10140460,Secondary,37,9,DPW,0,118.770101,,118.770085
537,301,1004101503220177012,10410550,Primary,5,1,DPW,0,101.220001,,101.220001
538,1568,3001302037418577012,30130350,Secondary,66,8,DPW,0,110.72154,,110.72154
539,11566,1040492085219336012,14049492,Priority Hills, ,3,DPW,0,27.273425,301,27.273404
540,9050,4058502074020634011,45850147,NPS, ,5,NPS,0,94.563034,,94.563074
541,3750,1003301711115827010,10330163,Secondary,11,3,DPW,0,84.563,,84.56304
542,6941,4058501961214722012,45850070,Primary,28,5,DPW,0,262.347677,,262.347674
543,283,1051021480514806012,15102135,Secondary,29,9,DPW,0,77.26784,,77.26784
544,5378,4060411583814981010,46041025,NPS, ,,NPS,0,167.030107,,167.030059
545,5315,1073841844515035012,17384330,Priority Hills,,1,DPW,0,284.481245,102,284.481245
546,11366,1011051652920167012,11105487,Secondary,33,9,DPW,0,90.125634,,90.125634
547,265,3047972180214478010,34797180,Primary,54,12,DDOT,0,150.980749,,150.980749
